Calculated Name	ID Prefix	SRP ID	Syriaca.org URI's	Existing VIAF matched & edited	Not found in Syriac VIAF	New Extended Viaf Record Created	VIAF Record Exists?	Extended VIAF URL	Is a work?	Anonymous?	Shares attribution with	Part of pseudonymous author	Extended VIAF ID	Entry Notes/Comments	Follow-up	Log	Disambiguation	Disambiguation URLs	For Post-Publication Review	Record Description	Questions about Comprehensive VIAF URL matching	Not found in Comprehensive VIAF	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	Name split needs checking	Name split checked	GEDSH en-Start Pg	GEDSH en-Raw	GEDSH en-Entry Num	GEDSH en-Full	GEDSH en-Given	GEDSH en-Family	GEDSH en-Titles	Not an author or work	No Barsoum entry	Double Checked that there is no corresponding entry in Barsoum	Date Needs Checking	GEDSH en-DOB	GEDSH en-DOB Standard	GEDSH en-DOB Not Before	GEDSH en-DOB Not After	GEDSH en-DOD	GEDSH en-DOD Standard	GEDSH en-DOD Not Before	GEDSH en-DOD Not After	GEDSH en-Floruit	GEDSH en-Floruit Standard	GEDSH en-Floruit Not Before	GEDSH en-Floruit Not After	GEDSH en-Reign	GEDSH en-Reign Begin	GEDSH en-Reign Begin Standard	GEDSH en-Reign Begin Not Before	GEDSH en-Reign Begin Not After	GEDSH en-Reign End	GEDSH en-Reign End Standard	GEDSH en-Reign End Not Before	GEDSH en-Reign End Not After	GEDSH en-Name Place	GEDSH en-Name Place URI	GEDSH en-Birth Place URI	GEDSH en-Death Place URI	GEDSH en-Other Place URI	Retroversion of Syriac name from GEDSH	GEDSH Entry Entered	Barsoum en-Entry Num	Barsoum en-Page Num	Barsoum en-Raw	Barsoum en-Full	Barsoum en-Given	Barsoum en-Family	Barsoum en-Titles	Barsoum ar-Page Num	Barsoum ar-Full	Barsoum ar-Given	Barsoum ar-Family	Barsoum ar-Titles	Barsoum Ar Entered	Barsoum ar-Notes	Barsoum Birthplace	Barsoum en-DOD	Barsoum en-DOD Standard	Barsoum en-DOD Not Before	Barsoum en-DOD Not After	Barsoum en-Floruit	Barsoum en-Floruit Standard	Barsoum en-Floruit Not Before	Barsoum en-Floruit Not After	Barsoum en-Century	Barsoum en Name Place	Barsoum en Name Place URI	Barsoum en Birthplace URI	Barsoum en Death Place URI	Barsoum en Other Place URI	Barsoum syr-Page Num	Barsoum syr-NV Full	Barsoum syr-NV Given	Barsoum syr-NV Family	Barsoum syr-NV Titles	Barsoum syr-V Full	Barsoum syr-V Given	Barsoum syr-V Family	Barsoum syr-V Titles	Necessary Corrections	Authorized syr-Source	Authorized syr-NV Full	Authorized syr-NV Given	Authorized syr-NV Family	Authorized syr-NV Titles	Authorized syr-Needs Review	Abdisho YdQ syr-NV Full	Abdisho YdQ syr-NV Given	Abdisho YdQ syr-NV Family	Abdisho YdQ syr-NV Titles	Abdisho YdQ syr-V Full	Abdisho YdQ syr-V Given	Abdisho YdQ syr-V Family	Abdisho YdQ syr-V Titles	Abdisho YdQ syr-Page Num	Abdisho BO syr-NV Full	Abdisho BO syr-NV Given	Abdisho BO syr-NV Family	Abdisho BO syr-NV Titles	Abdisho BO syr-V Full	Abdisho BO syr-V Given	Abdisho BO syr-V Family	Abdisho BO syr-V Titles	Abdisho BO syr-Page Num	Syriac Entered	GS en-Full	GS en-Given	GS en-Family	GS en-Titles	Other en-Full	Other en-Given	Other en-Family	Other en-Titles	Extended VIAF Updated	Extended VIAF needs correction	CBSC en-Full	CBSC en-Link	VIAF-Dates Raw	VIAF-DOB	VIAF-DOB Standard	VIAF-DOD	VIAF-DOD Standard	Display Date	Original Sort Order	Merge Row Number
Yuḥanon of Litarba	SRP	127	http://syriaca.org/person/127	JW			YES	http://viaf.org/hosted/syriac/35727					35727										http://worldcat.org/identities/lccn-n83-171513	http://viaf.org/viaf/6313778																								Yuḥanon of Litarba	Yuḥanon		of Litarba			in barsoum																													JW	127	361	John the Stylite of Atharb	John the Stylite of Atharb	John		the Stylite of Atharb	315	يوحنا الاثاربي العمودي	يوحنا		الاثاربي ,  العمودي	JK	Corrected typo "يوحناالاثاربي" to "يوحنا الاثاربي" - TAC		738	0738													343	ܝܘܚܢܢ ܐܬܐܪܒܝܐ ܐܣܛܘܢܪܐ	ܝܘܚܢܢ		ܐܬܐܪܒܝܐ ܐܣܛܘܢܪܐ	ܝܘܚܰܢܢ ܐܰܬܰܐܪܒܳܝܳܐ ܐܶܣܛܘܢܳܪܐ	ܝܘܚܰܢܢ		ܐܰܬܰܐܪܒܳܝܳܐ ܐܶܣܛܘܢܳܪܐ		Other	ܝܘܚܢܢ ܐܬܐܪܒܝܐ	ܝܘܚܢܢ		ܐܬܐܪܒܝܐ		ܝܘܚܢܢ ܐܣܛܘܢܝܐ	ܝܘܚܢܢ		ܐܣܛܘܢܝܐ	ܝܘܿܚܲܢܵܢ ܐܸܣܛܘܿܢܵܝܵܐ	ܝܘܿܚܲܢܵܢ		ܐܸܣܛܘܿܢܵܝܵܐ	81	ܝܘܚܢܢ ܐܣܛܘܢܝܐ	ܝܘܚܢܢ		ܐܣܛܘܢܝܐ					256	TAC					John of Litarba	John		of Litarba			John the Stylite (of Litharb)	http://www.csc.org.il/db/browse.aspx?db=SB&sL=J&sK=John the Stylite (of Litharb)&sT=keywords	00.00.00-737.00.00				0737	738	127	24
Yuḥanon of Mardin	SRP	209	http://syriaca.org/person/209		JW	JW	YES	http://viaf.org/hosted/syriac/37578					37578																																			Yuḥanon of Mardin	Yuḥanon		of Mardin																																JW	206	429	John, metropolitan of Mardin	John, metropolitan of Mardin	John		Metropolitan of Mardin	380	يوحنا مطران ماردين	يوحنا		مطران ماردين	JK			1165	1165													410	ܝܘܚܢܢ ܡܝܛܪܘܦܘܠܝܛܐ ܕܡܪܕܝܢ	ܝܘܚܢܢ		ܡܝܛܪܘܦܘܠܝܛܐ ܕܡܪܕܝܢ	ܝܘܚܰܢܢ ܡܝܛܪܘܦܘܠܝܛܐ ܕܡܰܪܕܝܢ	ܝܘܚܰܢܢ		ܡܝܛܪܘܦܘܠܝܛܐ ܕܡܰܪܕܝܢ		Other	ܝܘܚܢܢ ܕܡܪܕܝܢ	ܝܘܚܢܢ		ܕܡܪܕܝܢ																									John of Mardin	John		of Mardin			John of Mardin	http://www.csc.org.il/db/browse.aspx?db=SB&sL=J&sK=John of Mardin&sT=keywords	00.00.00-1165.00.00				1165	1165	209	47
Yuḥanon of Tella	SRP	50	http://syriaca.org/person/50	JW			YES	http://viaf.org/hosted/syriac/26884/					26884										http://worldcat.org/identities/np-john bar cursus of tella$d 538	http://viaf.org/viaf/34420966																								Yuḥanon of Tella	Yuḥanon		of Tella			in barsoum																													JW	46	274	John of Tella	St. John of Tella	John		of Tella	236	 مار يوحنا التلي	يوحنا		مار , التلي	JK	Added "mar" to John of Tella, cause Barsoum mentions him in the Arabic that he has the title and a feast day		538	0538													263	ܡܪܝ ܝܘܚܢܢ ܕܬܠܐ	ܝܘܚܢܢ		ܡܪܝ ܕܬܠܐ	ܡܳܪܝ ܝܘܚܰܢܢ ܕܬܶܠܐ	ܝܘܚܰܢܢ ܕܬܶܠܐ		ܡܳܪܝ ܕܬܶܠܐ		Other	ܝܘܚܢܢ ܕܬܠܐ	ܝܘܚܢܢ		ܕܬܠܐ																									John of Tella	John		of Tella			John of Tella	http://www.csc.org.il/db/browse.aspx?db=SB&sL=J&sK=John of Tella&sT=keywords	00.00.00-538.00.00				0538	538	50	392
Yuḥanon of the Sedre	SRP	92	http://syriaca.org/person/92		JW	JW	YES	http://viaf.org/hosted/syriac/36692					36692										http://worldcat.org/identities/lccn-n91-124493	http://worldcat.org/identities/np-johannes%20i%20sedra	http://viaf.org/viaf/78773383	http://viaf.org/viaf/199318976	http://viaf.org/viaf/177482483																					Yuḥanon of the Sedre	Yuḥanon		of the Sedre									648	0648																							87	320	John of the Sedros	John of the Sedros	John		of the Sedros	279	يوحنا ابو السدرات	يوحنا		ابو السدرات	JK	  technically means "father of", however, i put it in prefix/title section  ابو		648	0648													305	ܝܘܚܢܢ ܕܣܕܪ̈ܘܗܝ	ܝܘܚܢܢ		ܕܣܕܪ̈ܰܘܗܝ	ܝܘܚܰܢܢ ܕܣܶܕܪ̈ܰܘܗܝ	ܝܘܚܰܢܢ		ܕܣܶܕܪ̈ܰܘܗܝ		Barsoum																													John of the Sedre	John		of the Sedre			John I of Antioch	http://www.csc.org.il/db/browse.aspx?db=SB&sL=J&sK=John I of Antioch&sT=keywords	00.00.00-648.00.00				0648	648	91	276
Yuḥanon Qashisho	SRP	833	http://syriaca.org/person/833		NG		NO	http://viaf.org/viaf/289989548																																						614. Yuḥanon Qashisho	614	Yuḥanon Qashisho	Yuḥanon		Qashisho		JW	TAC																																																																																																		John Qashisho	John		Qashisho											659	
Yuḥanon X, Ishoʿ bar Shushan	SRP	193	http://syriaca.org/person/193	JW		JW	YES	http://viaf.org/hosted/syriac/36315					36315						Is this the same person as "Joseph of Shushan" (http://viaf.org/viaf/98372064)?				http://viaf.org/viaf/102598881	http://viaf.org/viaf/98372064																								Yuḥanon X, Ishoʿ bar Shushan	Yuḥanon X, Ishoʿ	bar Shushan				in barsoum																													JW	193	416	John Bar Shushan	John Bar Shushan	John	Bar Shushan		367	يوحنا ابن شوشان	يوحنا	ابن شوشان		JK	Added, "aleph" to "Ibin" in Arabic, because that's how Barsoum has it. Doesn't change meaning at all.		1072	1072													395	ܝܘܚܢܢ ܒܪ ܫܘܫܢ	ܝܘܚܢܢ	ܒܪ ܫܘܫܢ		ܝܘܚܰܢܢ ܒܰܪ ܫܘܫܰܢ	ܝܘܚܰܢܢ	ܒܰܪ ܫܘܫܰܢ			Barsoum																																			John X Barshushan	http://www.csc.org.il/db/browse.aspx?db=SB&sL=J&sK=John X Barshushan&sT=keywords	00.00.00-1072.00.00				1072	1072	194	34
Yuḥanon XIV bar Shayullāh	SRP	830	http://syriaca.org/person/830		NG		NO							 Comments: Very similar name and title to 15th cent. author mentioned in Barsoum			Not the same as Patriarch John Bar Shay' Allah (http://syriaca.org/person/271)	http://syriaca.org/person/271				AV																								606. Yuḥanon XIV bar Shayullāh	606	Yuḥanon XIV bar Shayullāh	Yuḥanon	bar Shayullāh	XIV		JW	TAC		ca. 1705?	1705			6/1783	1783-06																																																																																											John XIV bar Shayullāh	John	bar Shayullāh	XIV										6/1783	656	
Yulyana Saba	SRP	834	http://syriaca.org/person/834		NG		NO	http://viaf.org/viaf/173605331																																						617. Yulyana Saba	617	Yulyana Saba	Yulyana		Saba		JW	Mentioned on pp. 232 & 233 - TAC																																	Julian Sobo	Julian		Sobo	300	يوليان الشيخ	يوليان		الشيخ	TAC																		ܝܘܠܝܢܐ ܣܒܐ	ܝܘܠܝܢܐ		ܣܒܐ	ܝܘܽܠܝܰܢܶܐ ܣܳܒܐ	ܝܘܽܠܝܰܢܶܐ		ܣܳܒܐ		Barsoum																													Julian Saba	Julian		Saba		Need to enter Arabic & Syriac - TAC 9/20/2012	Julian Saba	http://www.csc.org.il/db/browse.aspx?db=SB&sL=J&sK=Julian Saba&sT=keywords							660	
Yulyanos I	SRP	76	http://syriaca.org/person/76		JW	JW	YES	http://viaf.org/hosted/syriac/36577					36577				Barsoum describes this as Julian II, but he is either mistaken or has continued the enumeration from the earlier Chalcedonian patriarch Julian (r. 471-476). This entry is also not the same as Yulyanos II Rumoyo (r. 687-707/8) (GEDSH, 486).																												486			Yulyanos I	Yulyanos		I																	591 – 594	591	0591			594	0594										71	310	Julian II	Julian II	Julian 		II	270	يوليان الثاني	يوليان		الثاني	JK			595	0595													296	ܝܘܠܝܢܐ ܬܪܝܢܐ	ܝܘܠܝܢܐ		ܬܪܝܢܐ	ܝܘܠܝܰܢܶܐ ܬܪܰܝܳܢܐ 	ܝܘܠܝܰܢܶܐ		ܬܪܰܝܳܢܐ		Other	ܝܘܠܝܢܐ ܩܕܡܝܐ	ܝܘܠܝܢܐ		ܩܕܡܝܐ																					Yulyanos I	Yulyanos		I	Julian  I	Julian 		I		Add CE-CH to Viaf; Barsoum numbers him II, but GEDSH p.486 numbers him I - TAC 2/24/13			00.00.00-595.00.00				0595	591	75	64
Zacharias Rhetor	SRP	58	http://syriaca.org/person/58	JW		JW	YES	http://viaf.org/hosted/syriac/25377/					25377										http://viaf.org/viaf/13590360	http://worldcat.org/identities/lccn-n79-83928																								Zacharias Rhetor	Zacharias		Rhetor			in barsoum																													JW	54	293	Zachariah the Rhetor	Zachariah the Rhetor	Zachariah		the Rhetor	254	زكريا الفصيح	زكريا		الفصيح	************	Couldn't Find - JK																280	ܙܟܪܝܐ ܡܠܝܠܐ	ܙܟܪܝܐ		ܡܠܝܠܐ	ܙܟܰܪܝܳܐ ܡܠܝܠܐ	ܙܟܰܪܝܳܐ		ܡܠܻܝܠܳܐ		Barsoum																													Zechariah Rhetor	Zechariah		Rhetor			Zacharias Rhetor	http://www.csc.org.il/db/browse.aspx?db=SB&sL=Z&sK=Zacharias Rhetor&sT=keywords	450.00.00-550.00.00		0450		0550	0550	58	3
Zacharias, Pseudo-	SRP	65	http://syriaca.org/person/65		JW		NO				58												http://viaf.org/viaf/170113931	http://viaf.org/viaf/296978639																						618. Zacharias, Pseudo-	618	Zacharias, Pseudo-	Zacharias		Pseudo-		JW											6 C																				61	298	The Syrian Monk Thought to be the Writer of the History Ascribed to Zachariah	The Syrian Monk Thought to be the Writer of the History Ascribed to Zachariah			The Syrian Monk Thought to be the Writer of the History Ascribed to Zachariah	258	الراهب السرياني صاحب الكتاب المنحول (تاريخ زكريا)			الراهب السرياني صاحب الكتاب المنحول (تاريخ زكريا)																		284	ܕܝܪܝܐ ܣܘܪܝܝܐ ܡܪܐ ܟܬܒܐ ܕܨܢܝܥ ܡܟܬܒܢܘܬ ܙܒ̈ܢܐ ܕܙܟܪܝܐ			ܕܝܪܝܐ ܣܘܪܝܝܐ ܡܪܐ ܟܬܒܐ ܕܨܢܝܥ ܡܟܬܒܢܘܬ ܙܒ̈ܢܐ ܕܙܟܪܝܐ	ܕܰܝܪܳܝܳܐ ܣܘܪܝܝܐ ܡܳܪܶܐ ܟܬܳܒܐ ܕܰܨܢܝܥ ܡܰܟܬܰܒܢܘܬ ܙܰܒ̈ܢܐ ܕܰܙܟܰܪܝܳܐ			ܕܰܝܪܳܝܳܐ ܣܘܪܝܝܐ ܡܳܪܶܐ ܟܬܳܒܐ ܕܰܨܢܝܥ ܡܰܟܬܰܒܢܘܬ ܙܰܒ̈ܢܐ ܕܰܙܟܰܪܝܳܐ		Other	ܙܟܪܝܐ			ܙܟܪܝܐ																									Zechariah, Pseudo-	Zechariah		Pseudo-			Pseudo-Zacharias	http://www.csc.org.il/db/browse.aspx?db=SB&sL=P&sK=Pseudo-Zacharias&sT=keywords						6 C	65	
Zingerle, Pius (Jacob)	SRP	837	http://syriaca.org/person/837	NG			YES	http://viaf.org/hosted/syriac/31561					31561	 Comments: Merged http://viaf.org/hosted/syriac/28853 and http://viaf.org/hosted/syriac/31561									http://viaf.org/viaf/40144641	http://worldcat.org/identities/lccn-nr2006-12156	http://worldcat.org/identities/np-zingerle,%20pio	http://viaf.org/viaf/61908290	http://viaf.org/viaf/163997721	http://viaf.org/viaf/205552653																		621. Zingerle, Pius (Jacob)	621	Zingerle, Pius (Jacob)	Pius (Jacob)	Zingerle			JW	Mentioned in list of Orientalists omitted by translator; in Arabic on p.474 - TAC		3/17/1801	1801-03-17			1/10/1881	1881-01-10																														474	زينجلر		زينجلر		TAC																		ܙܝܢܓܠܪ		ܙܝܢܓܠܪ		ܙܶܝܢܓܠܶܪ		ܙܶܝܢܓܠܶܪ			Barsoum																																		Need to enter Arabic & Syriac - TAC 9/20/2012			1801.03.17-1881.01.10		1801-03-17		1881-01-10	1/10/1881	661	401
ʿAbdishoʿ bar Bahrīz	SRP	309	http://syriaca.org/person/309		NG		NO	http://viaf.org/viaf/233198670						Fl. first quarter of 9 C							http://viaf.org/viaf/207394256 and http://viaf.org/viaf/192285465		http://viaf.org/viaf/66514613																							4. ʿAbdishoʿ bar Bahrīz	4	ʿAbdishoʿ bar Bahrīz	ʿAbdishoʿ	bar Bahrīz			JW	TAC										first quarter of 9th cent.																																																											Abdisho						ܥܒܕܝܫܘܥ ܒܪ ܒܗܪܝܙ	ܥܒܕܝܫܘܥ	ܒܪ ܒܗܪܝܙ		ܥܲܒܕܝܼܫܘܿܥ ܒܲܪ ܒܲܗܪܝܼܙ	ܥܲܒܕܝܼܫܘܿܥ	ܒܲܪ ܒܲܗܪܝܼܙ		76	ܥܒܕܝܫܘܥ ܒܪ ܒܗܪܝܙ	ܥܒܕܝܫܘܥ	ܒܪ ܒܗܪܝܙ						173	TAC											Abdisho bar Bahriz	http://www.csc.org.il/db/browse.aspx?db=SB&sL=A&sK=Abdisho bar Bahriz&sT=keywords						first quarter of 9th cent.	310	
ʿAbdishoʿ bar Brikha	SRP	310	http://syriaca.org/person/310	NG			YES	http://viaf.org/hosted/syriac/26068					26068										http://viaf.org/viaf/5985460	http://worldcat.org/identities/lccn-n84-228232	http://viaf.org/viaf/190685552	http://viaf.org/viaf/187742991																				5. ʿAbdishoʿ bar Brikha	5	ʿAbdishoʿ bar Brikha	ʿAbdishoʿ	bar Brikha			JW	Mentioned as "`Abd Yeshu` of Soba" on p.29 - TAC						1318	1318																										ʿAbd Yeshuʿ of Ṣoba	ʿAbd Yeshuʿ		of Ṣoba	35	عبد يشوع الصوباوي	عبد يشوع		الصوباوي	TAC																		ܥܒܕ ܝܫܘܥ ܨܘܒܝܐ	ܥܒܕ ܝܫܘܥ		ܨܘܒܝܐ	ܥܒܕ ܝܶܫܘܥ ܨܰܘܒܝܐ	ܥܒܕ ܝܶܫܘܥ		ܨܰܘܒܝܐ		Abdisho						ܥܒܕܝܫܘܥ ܕܨܘܒܐ	ܥܒܕܝܫܘܥ		ܕܨܘܒܐ	ܥܲܒܕܝܼܫܘܿܥ ܕܨܘܿܒܵܐ	ܥܲܒܕܝܼܫܘܿܥ		ܕܨܘܿܒܵܐ	83	ܥܒܕܝܫܘܥ ܕܨܘܒܐ	ܥܒܕܝܫܘܥ		ܕܨܘܒܐ					325	TAC										Need to enter Arabic - TAC 9/15/2012	Abdisho of Nisibis	http://www.csc.org.il/db/browse.aspx?db=SB&sL=A&sK=Abdisho of Nisibis&sT=keywords	00.00.00-1318.00.00				1318	1318	311	373
ʿAbdishoʿ of Gazarta	SRP	311	http://syriaca.org/person/311		NG		NO							Name missing in Syriac - TAC	check edition - CHKd							AV																								6. ʿAbdishoʿ of Gazarta	6	ʿAbdishoʿ of Gazarta	ʿAbdishoʿ		of Gazarta		JW	Mentioned on p.142, n. - TAC						1567	1567																										ʿAbd Yeshuʿ of the Jazira	ʿAbd Yeshuʿ		of the Jazira	126	عبد يشوع اسقف الجزيرة	عبد يشوع		اسقف الجزيرة	TAC																																																													Need to enter Arabic - TAC 9/15/2012	Abdisho of Gazarta	http://www.csc.org.il/db/browse.aspx?db=SB&sL=A&sK=Abdisho of Gazarta&sT=keywords						1567	312	
ʿAbdullāh I bar Sṭephanos	SRP	312	http://syriaca.org/person/312		NG		NO															AV																								7. ʿAbdullāh I bar Sṭephanos	7	ʿAbdullāh I bar Sṭephanos	ʿAbdullāh	bar Sṭephanos	I		JW	TAC						1557	1557																																																																																																								1557	313	
ʿAbdullāh II Saṭṭūf	SRP	313	http://syriaca.org/person/313		NG		NO							Name missing in Syriac - TAC 	check edition - CHKd							AV																								8. ʿAbdullāh II Saṭṭūf	8	ʿAbdullāh II Saṭṭūf	ʿAbdullāh	Saṭṭūf	II		JW	Mentioned on p.134 - TAC		1834	1834			1915	1915																										ʿAbd Allah II	ʿAbd Allah		II	119	البطريرك عبدالله الثاني	عبدالله		البطريرك, الثاني	TAC																																																													Need to enter Arabic - TAC 9/15/2012								1915	314	
ʿAbdulmasīḥ II	SRP	314	http://syriaca.org/person/314		NG		NO															AV																								9. ʿAbdulmasīḥ II	9	ʿAbdulmasīḥ II	ʿAbdulmasīḥ		II		JW	TAC		1854	1854			1915	1915																																																																																																								1915	315	
ʿAmīra, Jirjis	SRP	332	http://syriaca.org/person/332		NG		NO	http://viaf.org/viaf/32341393															http://viaf.org/viaf/267493372	http://viaf.org/viaf/219430664																						33. ʿAmīra, Jirjis	33	ʿAmīra, Jirjis	Jirjis	ʿAmīra			JW	TAC						1644	1644																																																																																																								1644	330	
ʿEnanishoʿ	SRP	474	http://syriaca.org/person/474		NG		NO	http://viaf.org/viaf/298420993						7 C									http://viaf.org/viaf/51053179																							195. ʿEnanishoʿ	195	ʿEnanishoʿ	ʿEnanishoʿ				JW	Mentioned on p.172 - TAC										7th cent.																							Hannan Yeshuʿ the Chaldean monk of Beth ʿAbi	Hannan Yeshuʿ		the Chaldean monk of Beth ʿAbi	149	حنانيشوع الكلداني راهب دير بيث عابي	حنانيشوع	الكلداني راهب دير بيث عابي	الكلداني راهب دير بيث عابي	TAC																		ܚܢܢܝܫܘܥ ܟܠܕܝܐ ܕܝܪܝܐ ܕܒܝܬ ܥܒ̈ܐ	ܚܢܢܝܫܘܥ		ܟܠܕܝܐ ܕܝܪܝܐ ܕܒܝܬ ܥܒ̈ܐ	ܚܰܢܢܝܶܫܘܥ ܟܰܠܕܳܝܐ ܕܰܝܪܳܝܐ ܕܒܶܝܬ ܥܳܒ̈ܐ	ܚܰܢܢܝܶܫܘܥ		ܟܰܠܕܳܝܐ ܕܰܝܪܳܝܐ ܕܒܶܝܬ ܥܳܒ̈ܐ	Correct Barsoum (Arabic, English, Syriac) from Hannan Yeshu to Enanisho - TAC	Abdisho						ܥܢܢܝܫܘܥ	ܥܢܢܝܫܘܥ			ܥܢܵܢܝܼܫܘܿܥ	ܥܢܵܢܝܼܫܘܿܥ			73	ܥܢܢܝܫܘܥ	ܥܢܢܝܫܘܥ							144	TAC					Hannan Yeshuʿ	Hannan Yeshuʿ				Need to enter Arabic - TAC 9/17/2012	Ananisho	http://www.csc.org.il/db/browse.aspx?db=SB&sL=A&sK=Ananisho&sT=keywords						7th cent.	414	
Wafā the Aramean	SRP	947	http://syriaca.org/person/947		JW	JW	YES	http://viaf.org/hosted/syriac/36348					36348	Deleted ܩ. ܡ. from Syriac, since not part of name - TAC									http://www.syriacstudies.com/AFSS/Syriac_Scholars_and_Writers/Entries/2008/3/19_1-_Wafa_the_Aramaean.html																																																													1	224	 Wafā the Aramaean 	Wafā the Aramaean	Wafā		the Aramaean	190	وفا الآرامي	وفا		الآرامي	JK																	213	ܘܦܐ ܐܪܡܝܐ	ܘܦܐ		ܐܪܡܝܐ	ܘܰܦܰܐ ܐܳܪܳܡܳܝܐ	ܘܰܦܰܐ		ܐܳܪܳܡܳܝܐ		Barsoum																									Wafā the Aramean	Wafā		the Aramean						Add CE-CH to Viaf - TAC 2/22/13									1	394
 Pawlos Bar ʿArqa of Edessa	SRP	2	http://syriaca.org/person/2		JW		NO							 Barsoum: Not Found; Couldn't find record - JK								NG																																																														2	225	 Paul Bar ‛Arqa of Edessa	 Paul Bar ‛Arqa of Edessa	Paul	Bar ‛Arqa	of Edessa	191	بولس ابن عرقا الرهاوي	بولس	ابن عرقا	الرهاوي																		213	ܦܘܠܘܣ ܒܪ ܥܪܩܐ ܐܘܪܗܝܐ	ܦܘܠܘܣ	ܒܪ ܥܪܩܐ	ܐܘܪܗܝܐ	ܦܰܘܠܘܣ ܒܰܪ ܥܰܪܩܐ ܐܘܪܗܳܝܐ	ܦܰܘܠܘܣ	ܒܰܪ ܥܰܪܩܐ	ܐܘܪܗܳܝܐ		Barsoum																									 Pawlos Bar ʿArqa of Edessa	Pawlos	Bar ʿArqa	of Edessa	 Paul Bar ʿArqa of Edessa	Paul	Bar ʿArqa	of Edessa		Add CE-CH to Viaf - TAC 2/22/13									2	
Author of the Odes of Solomon	SRP	4	http://syriaca.org/person/4		JW		NO		NG	NG				 Comments: http://viaf.org/viaf/100963493/#Solomon,_King_of_Israel							http://viaf.org/viaf/178217819																								383	518. Solomon, Odes of	518						JW																															3	226	The Psalms and Praises of Solomon	The Psalms and Praises of Solomon				193	مزامير سليمان وتسابيحه				TAC	No entry # - TAC																215	ܡܙܡܘܪܐ ܕܫܠܝܡܘܢ ܘܬܫܒܚ̈ܬܗ				ܡܰܙܡܘܪܐ ܕܰܫܠܶܝܡܘܢ ܘܬܶܫܒܚ̈ܬܗ					Other	ܡܟܬܒܢܐ ܕܡܙܡܘܪܐ ܕܫܠܝܡܘܢ ܘܬܫܒܚ̈ܬܗ			ܡܟܬܒܢܐ ܕܡܙܡܘܪܐ ܕܫܠܝܡܘܢ ܘܬܫܒܚ̈ܬܗ																					Author of the Odes of Solomon			Author of the Odes of Solomon															4	
Tuma'is of Nisibis	SRP	5	http://syriaca.org/person/5		NG		NO							 Comments: no english entry in barsoum -- she is the author of Life of Febronia 								AV																																																																																											216	ܒܪܬ ܩܝܡܐ ܬܘܡܐܝܣ ܢܨܝܒܝܢܝܐ	ܬܘܡܐܝܣ		ܒܪܬ ܩܝܡܐ, ܢܨܝܒܝܢܝܐ	ܒܰܪܬ ܩܝܳܡܐ ܬܘܡܰܐܝܣ ܢܨܝܒܝܢܝܳܐ	ܬܘܡܰܐܝܣ		ܒܰܪܬ ܩܝܳܡܐ, ܢܨܝܒܝܢܝܳܐ			ܬܘܡܐܝܣ ܢܨܝܒܝܢܝܐ	ܬܘܡܐܝܣ		ܢܨܝܒܝܢܝܐ																					Tuma'is of Nisibis	Tuma'is		of Nisibis	Thomas of Nisibis	Thomas		of Nisibis		Add CE-CH to Viaf - TAC 2/22/13									5	
Theophilos of Edessa	SRP	6	http://syriaca.org/person/6		JW	JW	YES	http://viaf.org/hosted/syriac/36359					36359	 Barsoum: There is an 8th century Theophilus of Edessa in VIAF, who is also in GEDSH, but who is not in Barsoum			Not the same as the 8th century Theophilus of Edessa in GEDSH (http://syriaca.org/person/787).	http://syriaca.org/person/787					http://www.worldcat.org/search?q=au%3ATheophilus+Edessenus.&qt=hot_author																																																												(There is a Theophilos of Edessa in GEDSH, but it is the 8th century Theophilos)	4	227	Theophilus of Edessa	Theophilus of Edessa	Theophilus		of Edessa	194	ثئوفيل الرهاوي	ثئوفيل		الرهاوي	JK							309	0309									216	ܬܐܘܦܝܠ ܐܘܪܗܝܐ	ܬܐܘܦܝܠ		ܐܘܪܗܝܐ	ܬܶܐܘܳܦܝܠ ܐܘܪܗܳܝܳܐ	ܬܶܐܘܳܦܝܠ		ܐܘܪܗܳܝܳܐ			ܬܐܘܦܝܠ ܐܘܪܗܝܐ	ܬܐܘܦܝܠ		ܐܘܪܗܝܐ																					Theophilos of Edessa	Theophilos		of Edessa	Theophilus of Edessa	Theophilus		of Edessa		Add CE-CH to Viaf - TAC 2/22/13			00.00.00-309.00.00				0309	309	6	48
Eshaʿya bar Ḥadbo	SRP	7	http://syriaca.org/person/7		JW	JW	YES	http://viaf.org/hosted/syriac/36360					36360																																																																							5	228	Isaiah Bar Ḥadbo	Isaiah Bar Ḥadbo	Isaiah	Bar Ḥadbo		194	اشعيا بن حدبو	اشعيا	بن حدبو		JK							327	0327									217	ܐܫܥܝܐ ܒܪ ܚܕܒܘ	ܐܫܥܝܐ	ܒܪ ܚܕܒܘ		ܐܶܫܰܥܝܐ ܒܰܪ ܚܕܒܘ	ܐܶܫܰܥܝܐ	ܒܰܪ ܚܕܒܘ				ܐܫܥܝܐ ܒܪ ܚܕܒܘ	ܐܫܥܝܐ	ܒܪ ܚܕܒܘ																						Eshaʿya bar Ḥadbo	Eshaʿya	bar Ḥadbo		Isaiah bar Ḥadbo	Isaiah	bar Ḥadbo			Add CE-CH to Viaf - TAC 2/22/13			00.00.00-327.00.00				0327	327	7	49
